VENDOR PART#,MANUFACTURER PART #,DESCRIPTION,MSRP,CONTRACT_PRICE,QUANTITY ON HAND,MANUFACTURER_NAME,CATEGORY,SERIAL_FLAG,WEIGHT
HSM-SVCPD42CR5FC3,SVCPD42CR-5FC3,"PD42, CUTTER, Full Comprehensive, 5 Day",160.27,101.77,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPD432FC1R,SVCPD43-2FC1R,"PD43, Full Comprehensive, 2 Day Turn, 1",51.13,32.47,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPD432FC3,SVCPD43-2FC3,"PD43, Full Comprehensive, 2 Day Turn, 3",137.37,87.23,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPD432FC5,SVCPD43-2FC5,"PD43, Full Comprehensive, 2 Day Turn, 5",213.69,135.69,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPD435FC1R,SVCPD43-5FC1R,"PD43, Full Comprehensive, 5 Day Turn, 1",40.45,25.69,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPD435FC3,SVCPD43-5FC3,"PD43, Full Comprehensive, 5 Day Turn, 3",103.03,65.44,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPD435FC5,SVCPD43-5FC5,"PD43, Full Comprehensive, 5 Day Turn, 5",141.19,89.65,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPD435WT1,SVCPD43-5WT1,"PD43, Wear and Tear, 5 Day Turn, 1 Year",31.29,19.87,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPD435WT1R,SVCPD43-5WT1R,"PD43, Wear and Tear, 5 Day Turn, 1 Year",35.11,22.29,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPD435WT3,SVCPD43-5WT3,"PD43, Wear and Tear, 5 Day Turn, 3 Year",96.16,61.05,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPD43CR5FC3,SVCPD43CR-5FC3,"PD43, CUTTER, Full Comprehensive, 5 Day",160.27,101.77,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPD43CR5FC5,SVCPD43CR-5FC5,"PD43, CUTTER, Full Comprehensive, 5 Day",202.24,128.44,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF22FC1R,SVCPF2-2FC1R,"PF2, Full Comprehensive, 2 DayTurn, 1 Ye",91.58,58.15,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF22FC3,SVCPF2-2FC3,"PF2, Full Comprehensive, 2 DayTurn, 3 Ye",244.97,155.56,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF22FC5,SVCPF2-2FC5,"PF2, Full Comprehensive, 2 DayTurn, 5 Ye",358.69,227.78,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF25FC1R,SVCPF2-5FC1R,"PF2, Full Comprehensive, 5 DayTurn, 1 Ye",79.37,50.4,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF25FC3,SVCPF2-5FC3,"PF2, Full Comprehensive, 5 DayTurn, 3 Ye",203.77,129.39,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF25FC5,SVCPF2-5FC5,"PF2, Full Comprehensive, 5 DayTurn, 5 Ye",305.27,193.85,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF25WT1,SVCPF2-5WT1,"PF2, Wear and Tear, 5 Day Turn, 1 Year",63.35,40.22,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF25WT1R,SVCPF2-5WT1R,"PF2, Wear and Tear, 5 Day Turn, 1 Year R",72.5,46.04,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF25WT3,SVCPF2-5WT3,"PF2, Wear and Tear, 5 Day Turn, 3 Year",190.04,120.67,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF42FC1R,SVCPF4-2FC1R,"PF4, Full Comprehensive, 2 DayTurn, 1 Ye",91.58,58.15,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF42FC3,SVCPF4-2FC3,"PF4, Full Comprehensive, 2 DayTurn, 3 Ye",244.97,155.56,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF42FC5,SVCPF4-2FC5,"PF4, Full Comprehensive, 2 DayTurn, 5 Ye",358.69,227.78,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF45FC1R,SVCPF4-5FC1R,"PF4, Full Comprehensive, 5 DayTurn, 1 Ye",79.37,50.4,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF45FC3,SVCPF4-5FC3,"PF4, Full Comprehensive, 5 DayTurn, 3 Ye",203.77,129.39,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF45FC5,SVCPF4-5FC5,"PF4, Full Comprehensive, 5 DayTurn, 5 Ye",305.27,193.85,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF45WT1,SVCPF4-5WT1,"PF4, Wear and Tear, 5 Day Turn, 1 Year",63.35,40.22,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF45WT1R,SVCPF4-5WT1R,"PF4, Wear and Tear, 5 Day Turn, 1 Year R",72.5,46.04,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF45WT3,SVCPF4-5WT3,"PF4, Wear and Tear, 5 Day Turn, 3 Year",190.04,120.67,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF4CR5FC3,SVCPF4CR-5FC3,"PF4, CUTTER, Full Comprehensive, 5 Day T",263.3,167.2,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF4CR5FC5,SVCPF4CR-5FC5,"PF4, CUTTER, Full Comprehensive, 5 Day T",362.51,230.2,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF82FC1R,SVCPF8-2FC1R,"PF8, Full Comprehensive, 2 DayTurn, 1 Ye",34.34,21.81,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF85FC1R,SVCPF8-5FC1R,"PF8, Full Comprehensive, 5 DayTurn, 1 Ye",25.18,16,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPF85WT1R,SVCPF8-5WT1R,"PF8, Wear and Tear, 5 Day Turn, 1 Year R",22.13,14.06,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM232FC1R,SVCPM23-2FC1R,"PM23, Full Comprehensive, 2 Day Turn, 1",91.58,58.15,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM232FC3,SVCPM23-2FC3,"PM23, Full Comprehensive, 2 Day Turn, 3",244.97,155.56,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM232FC5,SVCPM23-2FC5,"PM23, Full Comprehensive, 2 Day Turn, 5",358.69,227.78,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM235FC1R,SVCPM23-5FC1R,"PM23, Full Comprehensive, 5 Day Turn, 1",79.37,50.4,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM235FC3,SVCPM23-5FC3,"PM23, Full Comprehensive, 5 Day Turn, 3",203.77,129.39,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM235FC5,SVCPM23-5FC5,"PM23, Full Comprehensive, 5 Day Turn, 5",305.27,193.85,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM235WT1,SVCPM23-5WT1,"PM23, Wear and Tear, 5 Day Turn, 1 Year",63.35,40.22,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM235WT1R,SVCPM23-5WT1R,"PM23, Wear and Tear, 5 Day Turn, 1 Year",72.5,46.04,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM235WT3,SVCPM23-5WT3,"PM23, Wear and Tear, 5 Day Turn, 3 Year",190.04,120.67,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM42FC1R,SVCPM4-2FC1R,"PM4I, Full Comprehensive, 2 Day Turn, 1",91.58,58.15,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM42FC3,SVCPM4-2FC3,"PM4I, Full Comprehensive, 2 Day Turn, 3",244.97,155.56,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM42FC5,SVCPM4-2FC5,"PM4I, Full Comprehensive, 2 Day Turn, 5",358.69,227.78,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM432FC1R,SVCPM43-2FC1R,"PM43, Full Comprehensive, 2 Day Turn, 1",91.58,58.15,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM432FC3,SVCPM43-2FC3,"PM43, Full Comprehensive, 2 Day Turn, 3",244.97,155.56,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM432FC5,SVCPM43-2FC5,"PM43, Full Comprehensive, 2 Day Turn, 5",358.69,227.78,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM435FC1R,SVCPM43-5FC1R,"PM43, Full Comprehensive, 5 Day Turn, 1",79.37,50.41,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM435FC3,SVCPM43-5FC3,"PM43, Full Comprehensive, 5 Day Turn, 3",203.77,129.39,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM435FC5,SVCPM43-5FC5,"PM43, Full Comprehensive, 5 Day Turn, 5",305.27,193.85,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM435WT1,SVCPM43-5WT1,"PM43, Wear and Tear, 5 Day Turn, 1 Year",63.35,40.22,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM435WT1R,SVCPM43-5WT1R,"PM43, Wear and Tear, 5 Day Turn, 1 Year",72.5,46.04,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM435WT3,SVCPM43-5WT3,"PM43, Wear and Tear, 5 Day Turn, 3 Year",190.04,120.67,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM43CR5FC3,SVCPM43CR-5FC3,"PM43, CUTTER, Full Comprehensive, 5 Day",263.3,167.2,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM43CR5FC5,SVCPM43CR-5FC5,"PM43, CUTTER, Full Comprehensive, 5 Day",362.51,230.2,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM43OS1WT3,SVCPM43-OS1WT3,"PM43, Next Day Response, Onsite, 3 Year",423.56,268.96,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM45FC1R,SVCPM4-5FC1R,PM4I FULL COMP 5 Day 1Y AUTH NEEDED EOSL,79.37,50.4,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM45FC3,SVCPM4-5FC3,"PM4I, Full Comprehensive, 5 Day Turn, 3",203.77,129.39,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM45FC5,SVCPM4-5FC5,"PM4I, Full Comprehensive, 5 Day Turn, 5",305.27,193.85,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM45WT1,SVCPM4-5WT1,"PM4I, Wear and Tear, 5 Day Turn, 1 Year",63.35,40.22,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM45WT1R,SVCPM4-5WT1R,"PM4I, Wear and Tear, 5 Day Turn, 1 Year",72.5,46.04,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM45WT3,SVCPM4-5WT3,"PM4I, Wear and Tear, 5 Day Turn, 3 Year",190.04,120.67,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM4CR5FC3,SVCPM4CR-5FC3,"PM4I, CUTTER, Full Comprehensive, 5 Day",263.3,167.2,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM4CR5FC5,SVCPM4CR-5FC5,"PM4I, CUTTER, Full Comprehensive, 5 Day",362.51,230.2,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPM4OS1WT1R,SVCPM4-OS1WT1R,"PM4I, Next Day Response, Onsite, 1 Year",180.87,114.86,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX42FC1R,SVCPX4-2FC1R,"PX4I, Full Comprehensive, 2 Day Turn, 1",151.87,96.44,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX42FC3,SVCPX4-2FC3,"PX4I, Full Comprehensive, 2 Day Turn, 3",398.38,252.97,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX42FC5,SVCPX4-2FC5,"PX4I, Full Comprehensive, 2 Day Turn, 5",595.28,378,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX45FC1R,SVCPX4-5FC1R,"PX4I, Full Comprehensive, 5 Day Turn, 1",113.72,72.21,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX45FC3,SVCPX4-5FC3,"PX4I, Full Comprehensive, 5 Day Turn, 3",290.78,184.64,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX45FC5,SVCPX4-5FC5,"PX4I, Full Comprehensive, 5 Day Turn, 5",457.92,290.78,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX45WT1,SVCPX4-5WT1,"PX4I, Wear and Tear, 5 Day Turn, 1 Year",88.54,56.22,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX45WT1R,SVCPX4-5WT1R,"PX4I, Wear and Tear, 5 Day Turn, 1 Year",125.92,79.96,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX45WT3,SVCPX4-5WT3,"PX4I, Wear and Tear, 5 Day Turn, 3 Year",265.59,168.65,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX4CR5FC3,SVCPX4CR-5FC3,"PX4I, CUTTER, Full Comprehensive, 5 Day",348.01,220.99,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX4CR5FC5,SVCPX4CR-5FC5,"PX4I, CUTTER, Full Comprehensive, 5 Day",515.15,327.11,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX4OS1WT3,SVCPX4-OS1WT3,PX4I Next Day Onsite 3 Yr auth needed,631.91,401.26,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX62FC1R,SVCPX6-2FC1R,"PX6I, Full Comprehensive, 2 Day Turn, 1",151.87,96.44,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX62FC3,SVCPX6-2FC3,"PX6I, Full Comprehensive, 2 Day Turn, 3",398.38,252.97,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX62FC5,SVCPX6-2FC5,"PX6I, Full Comprehensive, 2 Day Turn, 5",595.28,378,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX65FC1R,SVCPX6-5FC1R,"PX6I, Full Comprehensive, 5 Day Turn, 1",113.71,72.2,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX65FC3,SVCPX6-5FC3,"PX6I, Full Comprehensive, 5 Day Turn, 3",290.78,184.64,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX65FC5,SVCPX6-5FC5,"PX6I, Full Comprehensive, 5 Day Turn, 5",457.92,290.78,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX65WT1,SVCPX6-5WT1,"PX6I, Wear and Tear, 5 Day Turn, 1 Year",88.54,56.22,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX65WT1R,SVCPX6-5WT1R,"PX6I, Wear and Tear, 5 Day Turn, 1 Year",125.92,79.96,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX65WT3,SVCPX6-5WT3,"PX6I, Wear and Tear, 5 Day Turn, 3 Year",265.59,168.65,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX6CR5FC3,SVCPX6CR-5FC3,"PX6I, CUTTER, Full Comprehensive, 5 Day",348.01,220.99,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPX6CR5FC5,SVCPX6CR-5FC5,"PX6I, CUTTER, Full Comprehensive, 5 Day",515.15,327.11,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK32FC1R,SVCCK3-2FC1R,"CK3, Full Comprehensive, 2 DayTurn, 1 Ye",96.16,61.05,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK32FC3,SVCCK3-2FC3,"CK3, Full Comprehensive, 2 DayTurn, 3 Ye",279.32,177.36,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK32FC5,SVCCK3-2FC5,"CK3, Full Comprehensive, 2 DayTurn, 5 Ye",419.75,266.53,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK35FC1R,SVCCK3-5FC1R,"CK3, Full Comprehensive, 5 DayTurn, 1 Ye",84.71,53.8,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK35FC3,SVCCK3-5FC3,"CK3, Full Comprehensive, 5 DayTurn, 3 Ye",222.09,141.03,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK35FC5,SVCCK3-5FC5,"CK3, Full Comprehensive, 5 DayTurn, 5 Ye",358.69,227.76,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK35WT1,SVCCK3-5WT1,"CK3, Wear and Tear, 5 Day Turn, 1 Year",64.87,41.19,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK35WT1R,SVCCK3-5WT1R,"CK3, Wear and Tear, 5 Day Turn, 1 Year R",74.79,47.5,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK35WT3,SVCCK3-5WT3,"CK3, Wear and Tear, 5 Day Turn, 3 Year",194.62,123.57,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK702FC1R,SVCCK70-2FC1R,"CK70, Full Comprehensive, 2 Day Turn, 1",96.16,61.05,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK702FC3,SVCCK70-2FC3,"CK70, Full Comprehensive, 2 Day Turn, 3",279.32,177.36,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK702FC5,SVCCK70-2FC5,"CK70, Full Comprehensive, 2 Day Turn, 5",419.75,266.53,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK705FC1R,SVCCK70-5FC1R,"CK70, Full Comprehensive, 5 Day Turn, 1",84.71,53.8,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK705FC3,SVCCK70-5FC3,"CK70, Full Comprehensive, 5 Day Turn, 3",222.09,141.03,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK705FC5,SVCCK70-5FC5,"CK70, Full Comprehensive, 5 Day Turn, 5",358.69,227.78,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK705WT1,SVCCK70-5WT1,"CK70, Wear and Tear, 5 Day Turn, 1 Year",64.87,41.19,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK705WT1R,SVCCK70-5WT1R,"CK70, Wear and Tear, 5 Day Turn, 1 Year",74.79,47.5,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK705WT3,SVCCK70-5WT3,"CK70, Wear and Tear, 5 Day Turn, 3 Year",194.62,123.57,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK712FC1R,SVCCK71-2FC1R,"CK71, Full Comprehensive, 2 Day Turn, 1",96.16,61.05,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK712FC3,SVCCK71-2FC3,"CK71, Full Comprehensive, 2 Day Turn, 3",279.32,177.36,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK712FC5,SVCCK71-2FC5,"CK71, Full Comprehensive, 2 Day Turn, 5",419.75,266.53,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK715FC1R,SVCCK71-5FC1R,"CK71, Full Comprehensive, 5 Day Turn, 1",84.71,53.8,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK715FC3,SVCCK71-5FC3,"CK71, Full Comprehensive, 5 Day Turn, 3",222.09,141.03,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK715FC5,SVCCK71-5FC5,"CK71, Full Comprehensive, 5 Day Turn, 5",358.69,227.78,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK715WT1,SVCCK71-5WT1,"CK71, Wear and Tear, 5 Day Turn, 1 Year",64.87,41.19,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK715WT1R,SVCCK71-5WT1R,"CK71, Wear and Tear, 5 Day Turn, 1 Year",74.79,47.5,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCK715WT3,SVCCK71-5WT3,"CK71, Wear and Tear, 5 Day Turn, 3 Year",194.62,123.57,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN512FC1R,SVCCN51-2FC1R,"CN51, Full Comprehensive, 2 Day Turn, 1",89.29,56.7,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN512FC3,SVCCN51-2FC3,"CN51, Full Comprehensive, 2 Day Turn, 3",240.41,152.65,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN512FC5,SVCCN51-2FC5,"CN51, Full Comprehensive, 2 Day Turn, 5",381.6,242.32,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN515FC1R,SVCCN51-5FC1R,"CN51, Full Comprehensive, 5 Day Turn, 1",76.32,48.46,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN515FC3,SVCCN51-5FC3,"CN51, Full Comprehensive, 5 Day Turn, 3",199.19,126.48,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN515FC5,SVCCN51-5FC5,"CN51, Full Comprehensive, 5 Day Turn, 5",320.54,203.54,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN515WT1,SVCCN51-5WT1,"CN51, Wear and Tear, 5 Day Turn, 1 Year",62.58,39.74,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN515WT1R,SVCCN51-5WT1R,"CN51, Wear and Tear, 5 Day Turn, 1 Year",68.69,43.62,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN515WT3,SVCCN51-5WT3,"CN51, Wear and Tear, 5 Day Turn, 3 Year",185.45,117.77,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN702FC1R,SVCCN70-2FC1R,"CN70, Full Comprehensive, 2 Day Turn, 1",89.29,56.7,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN702FC3,SVCCN70-2FC3,"CN70, Full Comprehensive, 2 Day Turn, 3",240.41,152.65,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN702FC5,SVCCN70-2FC5,"CN70, Full Comprehensive, 2 Day Turn, 5",381.6,242.32,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN705FC1R,SVCCN70-5FC1R,"CN70, Full Comprehensive, 5 Day Turn, 1",76.32,48.46,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN705FC3,SVCCN70-5FC3,"CN70, FULL COMP, 5D, 3 YR",199.19,126.48,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN705FC5,SVCCN70-5FC5,CN70 FULL COMP 5 DAY 5Y EOSL DEC 2020,320.54,203.53,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN705WT1,SVCCN70-5WT1,"CN70, Wear and Tear, 5 Day Turn, 1 Year",62.58,39.74,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN705WT1R,SVCCN70-5WT1R,"CN70, Wear and Tear, 5 Day Turn, 1 Year",68.69,43.62,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCCN705WT3,SVCCN70-5WT3,"CN70, Wear and Tear, 5 Day Turn, 3 Year",185.45,117.77,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB212FC1R,SVCPB21-2FC1R,"PB21, Full Comprehensive, 2 Day Turn, 1",45.03,28.6,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB212FC3,SVCPB21-2FC3,"PB21, Full Comprehensive, 2 Day Turn, 3",116.77,74.15,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB212FC5,SVCPB21-2FC5,"PB21, Full Comprehensive, 2 Day Turn, 5",183.16,116.32,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB215FC1R,SVCPB21-5FC1R,"PB21, Full Comprehensive, 5 Day Turn, 1",36.63,23.27,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB215FC3,SVCPB21-5FC3,"PB21, Full Comprehensive, 5 Day Turn, 3",93.88,59.6,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB215FC5,SVCPB21-5FC5,"PB21, Full Comprehensive, 5 Day Turn, 5",145,92.07,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB215WT1,SVCPB21-5WT1,"PB21, Wear and Tear, 5 Day Turn, 1 Year",29,18.41,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB215WT1R,SVCPB21-5WT1R,"PB21, Wear and Tear, 5 Day Turn, 1 Year",31.29,19.87,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB215WT3,SVCPB21-5WT3,"PB21, Wear and Tear, 5 Day Turn, 3 Year",87,55.24,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB222FC1R,SVCPB22-2FC1R,"PB22, Full Comprehensive, 2 Day Turn, 1",45.03,28.6,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB222FC3,SVCPB22-2FC3,"PB22, FULL COMP, 2D, 3 YR",116.77,74.15,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB222FC5,SVCPB22-2FC5,"PB22, Full Comprehensive, 2 Day Turn, 5",183.16,116.32,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB225FC1R,SVCPB22-5FC1R,"PB22, Full Comprehensive, 5 Day Turn, 1",36.63,23.27,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB225FC3,SVCPB22-5FC3,"PB22, Full Comprehensive, 5 Day Turn, 3",93.88,59.6,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB225FC5,SVCPB22-5FC5,"PB22, Full Comprehensive, 5 Day Turn, 5",145,92.07,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB225WT1,SVCPB22-5WT1,"PB22, Wear and Tear, 5 Day Turn, 1 Year",29,18.41,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB225WT1R,SVCPB22-5WT1R,"PB22, Wear and Tear, 5 Day Turn, 1 Year",31.29,19.87,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB225WT3,SVCPB22-5WT3,"PB22, Wear and Tear, 5 Day Turn, 3 Year",87,55.24,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB312FC1R,SVCPB31-2FC1R,"PB31, Full Comprehensive, 2 Day Turn, 1",45.03,28.6,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB312FC3,SVCPB31-2FC3,"PB31, Full Comprehensive, 2 Day Turn, 3",116.77,74.15,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB312FC5,SVCPB31-2FC5,"PB31, Full Comprehensive, 2 Day Turn, 5",183.16,116.32,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB315FC1R,SVCPB31-5FC1R,"PB31, Full Comprehensive, 5 Day Turn, 1",36.63,23.27,0,Honeywell Scanning & Mobi,SMS,N,0
HSM-SVCPB315FC3,SVCPB31-5FC3,"PB31, Full Comprehensive, 5 Day Turn, 3",93.88,59.6,0,Honeywell Scanning & Mobi,SMS,N,0
